测量电压值（采集30分钟，每秒钟记录50次）,测量电流值（采集30分钟，每秒钟记录50次）,测量功率值（采集30分钟，每秒钟记录50次）
226.64,0.02636,4.6053
226.64,0.025983,4.5509
226.64,0.026145,4.5851
226.64,0.026347,4.622
226.64,0.026222,4.5804
226.64,0.026315,4.5951
226.64,0.026196,4.5919
226.64,0.026214,4.5839
226.64,0.026219,4.5973
226.64,0.02616,4.5767
226.64,0.026462,4.6303
226.64,0.026106,4.5866
226.64,0.026285,4.6245
226.64,0.026242,4.6046
226.64,0.026131,4.5753
226.64,0.026153,4.6069
226.64,0.026353,4.6509
226.64,0.026247,4.6132
226.64,0.026193,4.6015
226.64,0.026155,4.5735
226.64,0.026117,4.5765
226.64,0.026113,4.5572
226.64,0.026301,4.5893
226.64,0.026166,4.5911
226.64,0.026413,4.6289
226.64,0.026233,4.5929
226.64,0.026136,4.5921
226.64,0.02635,4.6043
226.64,0.026215,4.6076
226.64,0.026024,4.5543
226.64,0.026159,4.5706
226.64,0.026297,4.6138
226.64,0.026174,4.5947
226.64,0.026151,4.5766
226.64,0.026283,4.6293
226.64,0.026158,4.5965
226.64,0.026204,4.5677
226.64,0.026415,4.6158
226.64,0.026171,4.5944
226.64,0.026186,4.5881
226.64,0.026163,4.5742
226.64,0.026212,4.6071
226.64,0.026243,4.5791
226.64,0.026219,4.5984
226.64,0.026162,4.5968
226.64,0.026232,4.59
226.64,0.026345,4.6125
226.64,0.02628,4.6114
226.64,0.026211,4.5892
226.64,0.026291,4.6119
226.64,0.026083,4.5431
226.64,0.026246,4.58
226.64,0.026454,4.6156
226.64,0.02619,4.5888
226.64,0.026235,4.6126
226.64,0.026333,4.5966
226.64,0.026403,4.6317
226.64,0.0262,4.5642
226.64,0.026301,4.6041
226.64,0.026237,4.6132
226.64,0.026207,4.5894
226.64,0.026252,4.6103
226.64,0.026364,4.6315
226.64,0.026304,4.636
226.64,0.026343,4.6122
226.64,0.026054,4.5716
226.64,0.026098,4.583
226.64,0.026288,4.6041
226.64,0.026273,4.5986
226.64,0.026111,4.5702
226.64,0.026162,4.5801
226.64,0.026096,4.5757
226.64,0.026332,4.6105
226.64,0.026143,4.5944
226.64,0.026345,4.6372
226.64,0.026144,4.5861
226.64,0.026193,4.583
226.64,0.026131,4.5811
226.64,0.026339,4.5924
226.64,0.026246,4.5875
226.64,0.026246,4.6082
226.64,0.026262,4.6184
226.64,0.026389,4.5774
226.64,0.026422,4.6326
226.64,0.026286,4.6118
226.64,0.02622,4.6013
226.64,0.026035,4.6017
226.64,0.026248,4.6107
226.64,0.026188,4.5841
226.64,0.026167,4.5993
226.64,0.026339,4.6053
226.64,0.026177,4.5838
226.64,0.02632,4.6138
226.64,0.026263,4.6004
226.64,0.026163,4.5766
226.64,0.026423,4.6226
226.64,0.025931,4.5463
226.64,0.026188,4.5499
226.64,0.02625,4.5986
226.64,0.026338,4.6082
226.64,0.026179,4.5857
226.64,0.026213,4.5892
226.64,0.026169,4.5887
226.64,0.026432,4.6536
226.64,0.026286,4.6005
226.64,0.026175,4.5737
226.64,0.026224,4.6151
226.64,0.026337,4.61
226.64,0.026243,4.598
226.64,0.025989,4.5591
226.64,0.026068,4.5821
226.64,0.026103,4.5691
226.64,0.026163,4.5887
226.64,0.026155,4.5807
226.64,0.026387,4.606
226.64,0.026234,4.6176
226.64,0.026179,4.5923
226.64,0.026145,4.5953
226.64,0.026342,4.6189
226.64,0.026224,4.5776
226.64,0.026316,4.6151
226.64,0.026361,4.6216
226.64,0.026382,4.6216
226.64,0.026249,4.6209
226.64,0.026287,4.6087
226.64,0.026355,4.6018
226.64,0.02626,4.6258
226.64,0.026278,4.5935
226.64,0.026306,4.6338
226.64,0.02622,4.6107
226.64,0.026218,4.5984
226.64,0.02622,4.5973
226.64,0.026171,4.5704
226.64,0.026192,4.5788
226.64,0.02641,4.6324
226.64,0.026261,4.6078
226.64,0.026363,4.6243
226.64,0.02631,4.6149
226.64,0.026365,4.6272
226.64,0.026051,4.5472
226.64,0.02619,4.5979
226.64,0.026258,4.6232
226.64,0.026237,4.6023
226.64,0.026253,4.6199
226.64,0.026023,4.5663
226.64,0.026086,4.5515
226.64,0.026467,4.6421
226.64,0.026095,4.5473
226.64,0.026399,4.6216
226.64,0.026204,4.5848
226.64,0.026186,4.5984
226.64,0.026214,4.6007
226.64,0.02631,4.6145
226.64,0.026333,4.6427
226.64,0.026258,4.6245
226.64,0.026344,4.6288
226.64,0.026221,4.5818
226.64,0.026216,4.6058
226.64,0.026213,4.6033
226.64,0.026289,4.6107
226.64,0.026361,4.652
226.64,0.026131,4.5454
226.64,0.026355,4.6304
226.64,0.026252,4.5926
226.64,0.026257,4.5684
226.64,0.026275,4.624
226.64,0.026371,4.6161
226.64,0.026275,4.6187
226.64,0.026286,4.611
226.64,0.026452,4.6495
226.64,0.026344,4.6169
226.64,0.026381,4.6463
226.64,0.026219,4.6157
226.64,0.026253,4.5816
226.64,0.026008,4.5637
226.64,0.026332,4.6266
226.64,0.026283,4.6248
226.64,0.026238,4.5682
226.64,0.026448,4.6557
226.64,0.026267,4.5865
226.64,0.026186,4.6209
226.64,0.026367,4.6238
226.64,0.026253,4.597
226.64,0.026228,4.5704
226.64,0.026126,4.5752
226.64,0.026098,4.5635
226.64,0.026184,4.5635
226.64,0.026295,4.6029
226.64,0.026114,4.5601
226.64,0.02624,4.5954
226.64,0.026291,4.6264
226.64,0.026103,4.5803
226.64,0.026175,4.5957
226.64,0.026269,4.6178
226.64,0.026246,4.5767
226.64,0.026194,4.5963
226.64,0.026147,4.5785
226.64,0.026158,4.5965
226.64,0.026151,4.5742
226.64,0.026233,4.6034
226.64,0.0263,4.5989
226.64,0.02621,4.5839
226.64,0.026446,4.6494
226.64,0.026261,4.5794
226.64,0.026067,4.563
226.64,0.026176,4.5636
226.64,0.026255,4.6034
226.64,0.02627,4.6072
226.64,0.026322,4.6118
226.64,0.026241,4.5985
226.64,0.026267,4.6163
226.64,0.026286,4.6292
226.64,0.026161,4.5555
226.64,0.02621,4.6056
226.64,0.026309,4.5988
226.64,0.026084,4.5437
226.64,0.025989,4.5621
226.64,0.026281,4.6132
226.64,0.026217,4.5941
226.64,0.026194,4.5936
226.64,0.026469,4.6271
226.64,0.026317,4.6306
226.64,0.026244,4.6127
226.64,0.026245,4.5993
226.64,0.026153,4.5807
226.64,0.026244,4.5911
226.64,0.026243,4.6176
226.64,0.026197,4.587
226.64,0.026254,4.6004
226.64,0.026114,4.5667
226.64,0.026192,4.5854
226.64,0.026275,4.5978
226.64,0.026281,4.5925
226.64,0.026128,4.5827
226.64,0.02599,4.5639
226.64,0.025986,4.5739
226.64,0.02629,4.6077
226.64,0.026314,4.6098
226.64,0.026221,4.5953
226.64,0.026318,4.612
226.64,0.026235,4.6074
226.64,0.026214,4.574
226.64,0.02617,4.5974
226.64,0.026061,4.5623
226.64,0.026228,4.5759
226.64,0.026297,4.6124
226.64,0.026229,4.5847
226.64,0.026163,4.5684
226.64,0.026194,4.5807
226.64,0.026264,4.6138
226.64,0.026226,4.5939
226.64,0.026004,4.5621
226.64,0.026299,4.6102
226.64,0.026282,4.6059
226.64,0.02615,4.6075
226.64,0.026217,4.6004
226.64,0.02627,4.6135
226.64,0.026114,4.5678
226.64,0.02616,4.5951
226.64,0.026333,4.5958
226.64,0.026321,4.6296
226.64,0.026318,4.5988
226.64,0.026197,4.5863
226.64,0.026027,4.5695
226.64,0.026319,4.597
226.64,0.026173,4.5752
226.64,0.026411,4.6331
226.64,0.026147,4.5871
226.64,0.026133,4.5888
226.64,0.025984,4.5375
226.64,0.026143,4.585
226.64,0.026336,4.6288
226.64,0.026255,4.5822
226.64,0.026197,4.5909
226.64,0.026246,4.602
226.64,0.026198,4.5983
226.64,0.026226,4.5994
226.64,0.02616,4.5786
226.64,0.026299,4.6256
226.64,0.026413,4.631
226.64,0.026268,4.6052
226.64,0.026077,4.5736
226.64,0.026441,4.6219
226.64,0.026304,4.636
226.64,0.02623,4.5845
226.64,0.026253,4.6118
226.64,0.026258,4.5957
226.64,0.026151,4.5814
226.64,0.026326,4.6305
226.64,0.026203,4.6189
226.64,0.026281,4.5843
226.64,0.026329,4.6156
226.64,0.02625,4.5965
226.64,0.026025,4.5649
226.64,0.026272,4.6079
226.64,0.026175,4.6104
226.64,0.026203,4.6096
226.64,0.026132,4.5858
226.64,0.026284,4.5845
226.64,0.026168,4.6015
226.64,0.026452,4.6218
226.64,0.026147,4.5708
226.64,0.026266,4.5898
226.64,0.026137,4.5888
226.64,0.02623,4.5933
226.64,0.026264,4.6344
226.64,0.026305,4.6186
226.64,0.026158,4.6115
226.64,0.026094,4.5393
226.64,0.026339,4.599
226.64,0.026256,4.5817
226.64,0.026263,4.5943
226.64,0.026448,4.6257
226.64,0.026378,4.6089
226.64,0.026016,4.5711
226.64,0.026279,4.5919
226.64,0.026232,4.5966
226.64,0.026272,4.6298
226.64,0.026264,4.6047
226.64,0.026402,4.6355
226.64,0.026289,4.6074
226.64,0.026135,4.5734
226.64,0.025973,4.5532
226.64,0.02617,4.5732
226.64,0.026075,4.5788
226.64,0.026228,4.6013
226.64,0.026288,4.6147
226.64,0.026189,4.6103
226.64,0.026331,4.6147
226.64,0.026262,4.5893
226.64,0.026275,4.5918
226.64,0.026305,4.6279
226.64,0.026241,4.6206
226.64,0.026064,4.5604
226.64,0.026145,4.5843
226.64,0.026333,4.5909
226.64,0.026348,4.6012
226.64,0.026168,4.6037
226.64,0.026183,4.5576
226.64,0.026086,4.5753
226.64,0.02645,4.6403
226.64,0.026252,4.5801
226.64,0.026071,4.5303
226.64,0.026208,4.5804
226.64,0.026343,4.6477
226.64,0.026232,4.5891
226.64,0.026218,4.6005
226.64,0.026303,4.5976
226.64,0.026122,4.5824
226.64,0.026274,4.6027
226.64,0.026205,4.5951
226.64,0.026306,4.627
226.64,0.026173,4.5967
226.64,0.026252,4.5999
226.64,0.026113,4.5995
226.64,0.026291,4.6032
226.64,0.026238,4.5827
226.64,0.02638,4.6204
226.64,0.026294,4.6316
226.64,0.026237,4.6102
226.64,0.026298,4.6052
226.64,0.026194,4.5974
226.64,0.026254,4.6137
226.64,0.026427,4.6612
226.64,0.026327,4.6282
226.64,0.026241,4.616
226.64,0.026225,4.6032
226.64,0.026173,4.5779
226.64,0.026167,4.5701
226.64,0.026224,4.6235
226.64,0.026139,4.5743
226.64,0.02618,4.5921
226.64,0.02631,4.606
226.64,0.026298,4.6194
226.64,0.02616,4.5877
226.64,0.026132,4.5445
226.64,0.026305,4.6164
226.64,0.026172,4.5691
226.64,0.026404,4.6257
226.64,0.026209,4.5811
226.64,0.026177,4.554
226.64,0.026135,4.5896
226.64,0.026201,4.5889
226.64,0.026218,4.6065
226.64,0.026258,4.6078
226.64,0.026228,4.6353
226.64,0.02627,4.5937
226.64,0.026306,4.6077
226.64,0.026287,4.6209
226.64,0.026361,4.6272
226.64,0.025985,4.5491
226.64,0.026159,4.6048
226.64,0.026297,4.6221
226.64,0.026248,4.598
226.64,0.026266,4.5883
226.64,0.026188,4.582
226.64,0.026345,4.6262
226.64,0.026335,4.5944
226.64,0.026195,4.5954
226.64,0.02638,4.6225
226.64,0.026276,4.6041
226.64,0.02625,4.5926
226.64,0.026163,4.5659
226.64,0.026204,4.6129
226.64,0.026267,4.6051
226.64,0.02645,4.6479
226.64,0.026236,4.6124
226.64,0.026347,4.6105
226.64,0.026223,4.6046
226.64,0.026065,4.5511
226.64,0.026372,4.6018
226.64,0.026402,4.6509
226.64,0.026145,4.5836
226.64,0.02628,4.6047
226.64,0.02625,4.6378
226.64,0.026217,4.6054
226.64,0.026273,4.5868
226.64,0.026191,4.5973
226.64,0.026217,4.588
226.64,0.026145,4.5696
226.64,0.026187,4.5812
226.64,0.026209,4.5902
226.64,0.02617,4.5852
226.64,0.026137,4.5646
226.64,0.026251,4.5956
226.64,0.026217,4.5987
226.64,0.026181,4.5713
226.64,0.026283,4.6115
226.64,0.026188,4.6063
226.64,0.026181,4.5849
226.64,0.026207,4.5996
226.64,0.026135,4.5697
226.64,0.026302,4.5949
226.64,0.02618,4.5904
226.64,0.026243,4.6027
226.64,0.026176,4.5843
226.64,0.026208,4.5747
226.64,0.026274,4.5912
226.64,0.026186,4.5881
226.64,0.026251,4.5792
226.64,0.02608,4.5761
226.64,0.026395,4.6129
226.64,0.026265,4.6105
226.64,0.026147,4.5745
226.64,0.026176,4.5973
226.64,0.026176,4.5742
226.64,0.02634,4.6301
226.64,0.026276,4.5766
226.64,0.026285,4.5977
226.63,0.026246,4.5877
226.63,0.026223,4.5587
226.63,0.026067,4.5617
226.63,0.026662,4.6617
226.63,0.026241,4.6152
226.63,0.026281,4.6141
226.63,0.026248,4.6006
226.63,0.026277,4.6166
226.63,0.026343,4.614
226.63,0.026308,4.6236
226.63,0.02629,4.6097
226.63,0.026135,4.5618
226.63,0.026281,4.6114
226.63,0.026021,4.5653
226.63,0.026147,4.5897
226.63,0.026515,4.634
226.63,0.026314,4.622
226.63,0.026176,4.6076
226.63,0.026118,4.5691
226.63,0.026338,4.6197
226.63,0.026152,4.5917
226.63,0.026069,4.5633
226.63,0.026377,4.5898
226.63,0.026081,4.5857
226.63,0.026171,4.5825
226.63,0.026506,4.6578
226.63,0.026306,4.6111
226.63,0.026162,4.5736
226.63,0.026151,4.5602
226.63,0.026216,4.5834
226.63,0.026308,4.6127
226.63,0.026363,4.6301
226.63,0.026056,4.5672
226.63,0.026272,4.5929
226.63,0.026201,4.5997
226.63,0.026202,4.6173
226.63,0.026191,4.5876
226.63,0.026264,4.5604
226.63,0.026244,4.5875
226.63,0.026141,4.6054
226.63,0.026161,4.5676
226.63,0.026255,4.5956
226.63,0.026333,4.633
226.63,0.026111,4.5944
226.63,0.026297,4.6343
226.63,0.026197,4.5734
226.63,0.026151,4.5869
226.63,0.026441,4.606
226.63,0.026146,4.5801
226.63,0.026198,4.6246
226.63,0.026173,4.6081
226.63,0.026336,4.584
226.63,0.026067,4.5567
226.63,0.026198,4.5896
226.63,0.026342,4.6048
226.63,0.026137,4.5949
226.63,0.026093,4.5616
226.63,0.026278,4.5709
226.63,0.026176,4.6102
226.63,0.026285,4.6054
226.63,0.026242,4.592
226.63,0.026295,4.6078
226.63,0.026074,4.5784
226.63,0.026264,4.6362
226.63,0.026216,4.5971
226.63,0.026416,4.6183
226.63,0.026201,4.5826
226.63,0.026295,4.605
226.63,0.026114,4.5867
226.63,0.026178,4.6082
226.63,0.026266,4.5979
226.63,0.026313,4.6164
226.63,0.026227,4.6142
226.63,0.026309,4.5993
226.63,0.026034,4.569
226.63,0.026189,4.5813
226.63,0.026176,4.5986
226.63,0.026234,4.5992
226.63,0.026104,4.5995
226.63,0.026258,4.5728
226.63,0.026154,4.5827
226.63,0.026324,4.6075
226.63,0.026225,4.5957
226.63,0.026358,4.6266
226.63,0.026227,4.6103
226.63,0.026181,4.5742
226.63,0.026379,4.6106
226.63,0.02625,4.5971
226.63,0.026385,4.6121
226.63,0.026136,4.5747
226.63,0.026151,4.5738
226.63,0.026054,4.5577
226.63,0.026495,4.6404
226.63,0.026139,4.557
226.63,0.026334,4.6126
226.63,0.02614,4.5877
226.63,0.026195,4.5928
226.63,0.026325,4.595
226.63,0.026256,4.5972
226.63,0.026167,4.5989
226.63,0.026196,4.5885
226.63,0.026253,4.6364
226.63,0.02624,4.6001
226.63,0.026326,4.6123
226.63,0.02625,4.5979
226.63,0.026316,4.6271
226.63,0.02612,4.5824
226.63,0.026286,4.6539
226.63,0.026006,4.5821
226.63,0.026323,4.6212
226.63,0.026286,4.6164
226.63,0.026191,4.6123
226.63,0.026416,4.5855
226.63,0.026369,4.6249
226.63,0.026426,4.622
226.63,0.026339,4.6305
226.63,0.026236,4.5995
226.63,0.026168,4.5947
226.63,0.026242,4.6124
226.63,0.026248,4.6258
226.63,0.026295,4.6268
226.63,0.026222,4.6045
226.63,0.026263,4.6276
226.63,0.026339,4.6227
226.63,0.026105,4.5877
226.63,0.026114,4.5508
226.63,0.02624,4.5764
226.63,0.026262,4.5858
226.63,0.026195,4.5952
226.63,0.026201,4.5996
226.63,0.026136,4.5669
226.63,0.026423,4.6252
226.63,0.026096,4.5971
226.63,0.026289,4.623
226.63,0.026241,4.5825
226.63,0.026293,4.5944
226.63,0.026251,4.594
226.63,0.026212,4.6075
226.63,0.026179,4.6122
226.63,0.026058,4.5935
226.63,0.02614,4.5727
226.63,0.026087,4.5876
226.63,0.026246,4.6251
226.63,0.026303,4.5804
226.63,0.026261,4.5631
226.63,0.02617,4.5683
226.63,0.026229,4.59
226.63,0.025995,4.5655
226.63,0.026257,4.6078
226.63,0.02626,4.5776
226.63,0.02609,4.5634
226.63,0.026158,4.5804
226.63,0.026244,4.5878
226.63,0.026156,4.5893
226.63,0.026316,4.6257
226.63,0.026235,4.6051
226.63,0.026335,4.6045
226.63,0.026278,4.5958
226.63,0.02619,4.6115
226.63,0.026366,4.6417
226.63,0.026194,4.6089
226.63,0.026246,4.6044
226.63,0.026144,4.558
226.63,0.026215,4.5946
226.63,0.026129,4.5883
226.63,0.026305,4.5936
226.63,0.026202,4.5782
226.63,0.026348,4.613
226.63,0.026231,4.6043
226.63,0.026245,4.5961
226.63,0.026193,4.5846
226.63,0.026329,4.6066
226.63,0.026263,4.6196
226.63,0.026284,4.6012
226.63,0.026141,4.6003
226.63,0.026051,4.5634
226.63,0.026072,4.5719
226.63,0.026278,4.6093
226.63,0.026463,4.6502
226.63,0.026273,4.6071
226.63,0.026347,4.6023
226.63,0.026363,4.6124
226.63,0.026139,4.5904
226.63,0.026391,4.607
226.63,0.026319,4.6121
226.63,0.026286,4.618
226.63,0.026207,4.5791
226.63,0.026282,4.619
226.63,0.026256,4.6108
226.63,0.02617,4.5887
226.63,0.02619,4.6159
226.63,0.026235,4.5939
226.63,0.026113,4.5951
226.63,0.026064,4.5562
226.63,0.02622,4.6148
226.63,0.026336,4.6069
226.63,0.026155,4.5732
226.63,0.026364,4.6057
226.63,0.02613,4.5655
226.63,0.026271,4.614
226.63,0.026325,4.6073
226.63,0.026266,4.6213
226.63,0.026299,4.6204
226.63,0.026421,4.6229
226.63,0.026264,4.6207
226.63,0.026087,4.5645
226.63,0.026162,4.5981
226.63,0.026186,4.5645
226.63,0.02621,4.6241
226.63,0.026272,4.6088
226.63,0.025989,4.5651
226.63,0.026283,4.6041
226.63,0.026223,4.6129
226.63,0.026151,4.5757
226.63,0.026172,4.5919
226.63,0.02632,4.6022
226.63,0.026274,4.6093
226.63,0.026142,4.5876
226.63,0.026226,4.5985
226.63,0.026374,4.6269
226.63,0.026245,4.6026
226.63,0.026277,4.5832
226.63,0.026188,4.5802
226.63,0.026338,4.6327
226.63,0.026243,4.6226
226.63,0.026184,4.5914
226.63,0.026133,4.5525
226.63,0.026263,4.5875
226.63,0.026248,4.586
226.63,0.026248,4.5955
226.63,0.026351,4.6208
226.63,0.026251,4.6133
226.63,0.026332,4.6208
226.63,0.026254,4.5993
226.63,0.026104,4.5815
226.63,0.026214,4.5895
226.63,0.026073,4.5669
226.63,0.026241,4.6131
226.63,0.02625,4.5994
226.63,0.02621,4.6088
226.63,0.026056,4.5531
226.63,0.026202,4.5995
226.63,0.026197,4.6072
226.63,0.026144,4.5633
226.63,0.026171,4.5991
226.63,0.026312,4.6164
226.63,0.026143,4.5762
226.63,0.026182,4.576
226.63,0.026079,4.5925
226.63,0.026128,4.5735
226.63,0.026372,4.5896
226.63,0.026212,4.5955
226.63,0.026141,4.5889
226.63,0.026255,4.6168
226.63,0.026132,4.5779
226.63,0.026294,4.6076
226.63,0.025961,4.5641
226.63,0.026346,4.6158
226.63,0.026142,4.5869
226.63,0.026186,4.5875
226.63,0.026294,4.5854
226.63,0.026192,4.569
226.63,0.026209,4.5675
226.63,0.026133,4.5601
226.63,0.026376,4.6221
226.63,0.026219,4.6032
226.63,0.026343,4.6226
226.63,0.026217,4.5914
226.63,0.026221,4.6003
226.63,0.026209,4.5807
226.63,0.026064,4.5805
226.63,0.026235,4.5849
226.63,0.026101,4.5471
226.63,0.026195,4.5997
226.63,0.026198,4.5621
226.63,0.0261,4.5761
226.63,0.026217,4.6036
226.63,0.026248,4.5623
226.63,0.02619,4.5585
226.63,0.02608,4.5619
226.63,0.026237,4.6071
226.63,0.026455,4.6607
226.63,0.026291,4.6114
226.63,0.02629,4.6409
226.63,0.026329,4.6406
226.63,0.026093,4.5492
226.63,0.026267,4.6119
226.63,0.026243,4.612
226.63,0.026146,4.5739
226.63,0.026147,4.6082
226.63,0.026279,4.5933
226.63,0.026407,4.6397
226.63,0.02628,4.6124
226.63,0.026276,4.6258
226.63,0.02614,4.5873
226.63,0.026151,4.5821
226.63,0.026136,4.5789
226.63,0.026173,4.5748
226.63,0.026271,4.59
226.63,0.026299,4.6121
226.63,0.02609,4.5631
226.63,0.026306,4.6081
226.63,0.026092,4.5686
226.63,0.026346,4.5955
226.63,0.026152,4.5676
226.63,0.026157,4.5886
226.63,0.026133,4.5773
226.63,0.026163,4.5744
226.63,0.026208,4.6156
226.63,0.026233,4.5897
226.63,0.026226,4.5985
226.63,0.026152,4.5785
226.63,0.026382,4.6258
226.63,0.026193,4.5942
226.63,0.02618,4.61
226.63,0.026326,4.6149
226.63,0.026237,4.5968
226.63,0.026319,4.6417
226.63,0.026228,4.6084
226.63,0.026099,4.58
226.63,0.026275,4.6124
226.63,0.026018,4.5862
226.63,0.026406,4.6324
226.63,0.026128,4.5969
226.63,0.026149,4.5927
226.63,0.026314,4.6141
226.63,0.026205,4.6159
226.63,0.026321,4.6072
226.63,0.026252,4.5994
226.63,0.026113,4.5774
226.63,0.026189,4.5866
226.63,0.026321,4.6117
226.63,0.02632,4.6058
226.63,0.026153,4.5775
226.63,0.02612,4.5652
226.63,0.026348,4.6166
226.63,0.026304,4.6189
226.63,0.02628,4.5933
226.63,0.026089,4.5682
226.63,0.026106,4.5472
226.63,0.02615,4.565
226.63,0.02624,4.6266
226.63,0.026252,4.613
226.63,0.026229,4.582
226.63,0.026278,4.6151
226.63,0.026167,4.5628
226.63,0.026191,4.5918
226.63,0.026234,4.6004
226.63,0.02615,4.582
226.63,0.026237,4.5914
226.63,0.026326,4.6032
226.63,0.026271,4.5985
226.63,0.026278,4.5837
226.63,0.026143,4.5884
226.63,0.026252,4.6154
226.63,0.026287,4.628
226.63,0.026251,4.5905
226.63,0.026255,4.5937
226.63,0.026134,4.5579
226.63,0.026196,4.593
226.63,0.026235,4.5933
226.63,0.026087,4.5587
226.63,0.026153,4.5912
226.63,0.026274,4.6038
226.63,0.026248,4.5942
226.63,0.026313,4.6115
226.63,0.026233,4.6017
226.63,0.026112,4.6111
226.63,0.026265,4.5926
226.63,0.026216,4.6066
226.63,0.02611,4.5669
226.63,0.026458,4.6388
226.63,0.026179,4.582
226.63,0.026409,4.6188
226.63,0.026186,4.5984
226.63,0.026302,4.6073
226.63,0.026188,4.5805
226.63,0.026089,4.5878
226.63,0.026135,4.5722
226.63,0.026157,4.5538
226.63,0.026188,4.576
226.63,0.026344,4.6033
226.63,0.026144,4.5697
226.63,0.026117,4.5598
226.63,0.0264,4.6276
226.63,0.026194,4.5951
226.63,0.026282,4.5995
226.63,0.026034,4.5513
226.63,0.026219,4.5777
226.63,0.026335,4.6083
226.63,0.026104,4.5812
226.63,0.026313,4.6057
226.63,0.026284,4.6079
226.63,0.026299,4.5823
226.63,0.026224,4.5931
226.63,0.02624,4.5971
226.63,0.026301,4.6135
226.63,0.026167,4.5907
226.63,0.026207,4.5864
226.63,0.026276,4.6059
226.63,0.026195,4.6172
226.63,0.025926,4.5419
226.63,0.026283,4.6062
226.63,0.026232,4.5978
226.63,0.026387,4.6257
226.63,0.026393,4.616
226.63,0.026361,4.5906
226.63,0.026145,4.5872
226.63,0.026367,4.6334
226.63,0.026401,4.6516
226.63,0.026351,4.6297
226.63,0.026387,4.6257
226.63,0.026153,4.5863
226.63,0.026181,4.6197
226.63,0.026139,4.5637
226.63,0.026245,4.6206
226.63,0.026323,4.6164
226.63,0.026314,4.6311
226.63,0.026243,4.5872
226.63,0.02626,4.6144
226.63,0.026289,4.594
226.63,0.026156,4.5607
226.63,0.026276,4.6205
226.63,0.026151,4.6016
226.63,0.026242,4.5884
226.63,0.026335,4.6107
226.63,0.026246,4.578
226.63,0.026045,4.5555
226.63,0.026181,4.5716
226.63,0.02614,4.574
226.63,0.026074,4.556
226.63,0.026306,4.5723
226.63,0.026017,4.5752
226.63,0.026445,4.6251
226.63,0.026157,4.5921
226.63,0.026195,4.5686
226.63,0.026242,4.6063
226.63,0.026193,4.565
226.63,0.026236,4.6061
226.63,0.02631,4.6095
226.63,0.026434,4.6462
226.63,0.02651,4.6544
226.63,0.026202,4.5846
226.63,0.026159,4.6019
226.63,0.026147,4.5791
226.63,0.026171,4.5694
226.63,0.026376,4.6042
226.63,0.026004,4.5613
226.63,0.025953,4.5474
226.63,0.026245,4.5954
226.63,0.026228,4.5893
226.63,0.02594,4.5436
226.63,0.026328,4.6086
226.63,0.02614,4.5722
226.63,0.026352,4.5976
226.63,0.026403,4.5937
226.63,0.026078,4.5853
226.63,0.02624,4.6161
226.63,0.026198,4.5791
226.63,0.026309,4.6215
226.63,0.026185,4.5829
226.63,0.026102,4.552
226.63,0.026264,4.5866
226.63,0.026258,4.5862
226.63,0.026167,4.6157
